Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
Moscow (1980),1980,Athletics,Athletics,Lutz Dombrowski,East Germany,Men,long jump men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Frank Paschek,East Germany,Men,long jump men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Tatiana Skachko,Soviet Union,Women,long jump women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Tatiana Kolpakova,Soviet Union,Women,long jump women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Brigitte Wujak,East Germany,Women,long jump women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Setymkul Dzhumanazarov,Soviet Union,Men,marathon men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Waldemar Cierpinski,East Germany,Men,marathon men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Gerard Nijboer,Netherlands,Men,marathon men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Olga Kuragina,Soviet Union,Women,pentathlon women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Nadezhda Tkachenko,Soviet Union,Women,pentathlon women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Olga Rukavishnikova,Soviet Union,Women,pentathlon women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Wladyslaw Kozakiewicz,Poland,Men,pole vault men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Tadeusz Slusarski,Poland,Men,pole vault men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Konstantin Volkov,Soviet Union,Men,pole vault men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Udo Beyer,East Germany,Men,shot put men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Vladimir Kiselev,Soviet Union,Men,shot put men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Aleksandr Baryshnikov,Soviet Union,Men,shot put men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Margitta Droese-pufe,East Germany,Women,shot put women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Ilona Schoknecht-slupianek,East Germany,Women,shot put women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Svetlana Krachevskaia,Soviet Union,Women,shot put women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Joao Carlos De oliveira,Brazil,Men,triple jump men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Yaak Uudmae,Soviet Union,Men,triple jump men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Viktor Saneev,Soviet Union,Men,triple jump men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Aleksandr Belostennyi,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Sergei Belov,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Nikolai Deriugin,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Stanislav Eremin,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Sergei Iovaisha,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Andrei Lopatov,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Valeri Miloserdov,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Anatoli Myshkin,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Aleksandr Salnikov,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Sergei Tarakanov,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Vladimir Tkachenko,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Vladimir Zhigily,Soviet Union,Men,basketball men,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Kresimir Cosic,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Drazen Dalipagic,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Mirza Delibasic,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Zeljko Jerkov,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Dragan Kicanovic,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Andro Knego,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Duje Krstulovic,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Mihovil Nakic-vojnovic,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Ratko Radovanovic,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Branko Skroce,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Zoran Slavnic,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Rajko Zizic,Yugoslavia,Men,basketball men,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Marco Bonamico,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Roberto Brunamonti,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Fabrizio Della fiori,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Pietro Generali,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Enrico Gilardi,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Pierluigi Marzorati,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Dino Meneghin,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Romeo Sacchetti,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Marco Solfrini,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Michael Sylvester,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Renzo Vecchiatio,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Renato Villalta,Italy,Men,basketball men,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Mersada Becirspahic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Mira Bjedov,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Vesna Despotovic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Vera Djuraskovic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Zorica Djurkovic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Jelica Komnenovic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Biljana Majstorovic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Vukica Mitic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Sanja Ozegovic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Sofija Pekic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Jasmina Perazic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Marija Tonkovic,Yugoslavia,Women,basketball women,Bronze,0,0,1
Moscow (1980),1980,Basketball,Basketball,Olga Barisheva-korosteleva,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Vida Besselene,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Nelli Feryabnikova,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Tatiana Ivinskaia,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Tatiana Ovechkina,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Liudmila Rogozhina,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Angelia Rupshene,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Iuliana Semenova,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Liubov Sharmai,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Nadezhda Shuvaeva-olkhova,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Olga Sukharnova,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Tatiana Zakharova-nadirova,Soviet Union,Women,basketball women,Gold,1,0,0
Moscow (1980),1980,Basketball,Basketball,Krasimira Bogdanova,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Diana Brainova,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Vania Dermendjieva,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Silvia Germanova,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Nadka Goltcheva,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Petkana Makaveeva,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Penka Metodieva,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Angelina Mikhailova,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Snezhana Mikhailova,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Kostadinka Radkova,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Evladia Slavtcheva-stefanova,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Basketball,Basketball,Penka Stoyanova,Bulgaria,Women,basketball women,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Byong Uk Li,"Korea, North (PDR of Korea)",Men,- 48kg (light-flyweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Ismail Mustafov,Bulgaria,Men,- 48kg (light-flyweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Shamil Sabirov,Soviet Union,Men,- 48kg (light-flyweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Hipolito Ramos,Cuba,Men,- 48kg (light-flyweight) men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Jürgen Fanghänel,East Germany,Men,+ 81kg (heavyweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Istvan Levai,Hungary,Men,+ 81kg (heavyweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Teofilo Stevenson,Cuba,Men,+ 81kg (heavyweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Piotr Zaev,Soviet Union,Men,+ 81kg (heavyweight) men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Hugh Russell,Ireland,Men,48 - 51kg (flyweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Janos Varadi,Hungary,Men,48 - 51kg (flyweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Petr Lesov,Bulgaria,Men,48 - 51kg (flyweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Viktor Miroshnichenko,Soviet Union,Men,48 - 51kg (flyweight) men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Michael Anthony,Guyana,Men,51 - 54kg (bantamweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Dumitru Cipere,Romania,Men,51 - 54kg (bantamweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Juan Hernandez,Cuba,Men,51 - 54kg (bantamweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Bernardo Jose Pinango,Venezuela,Men,51 - 54kg (bantamweight) men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Krzysztof Kosedowski,Poland,Men,54 - 57kg (featherweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Viktor Rybakov,Soviet Union,Men,54 - 57kg (featherweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Rudi Fink,East Germany,Men,54 - 57kg (featherweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Adolfo Horta,Cuba,Men,54 - 57kg (featherweight) men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Kazimierz Adach,Poland,Men,57 - 60kg (lightweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Richard Nowakowski,East Germany,Men,57 - 60kg (lightweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Angel Herrera vera,Cuba,Men,57 - 60kg (lightweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Viktor Demianenko,Soviet Union,Men,57 - 60kg (lightweight) men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Jose Aguilar,Cuba,Men,60 - 63.5kg (light-welterweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Anthony Willis,United Kingdom,Men,60 - 63.5kg (light-welterweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Patrizio Oliva,Italy,Men,60 - 63.5kg (light-welterweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Serik Konakbaev,Soviet Union,Men,60 - 63.5kg (light-welterweight) men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Karl-Heinz Krüger,East Germany,Men,63.5 - 67kg (welterweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Kazimierz Szczerba,Poland,Men,63.5 - 67kg (welterweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Andres Aldama cabrera,Cuba,Men,63.5 - 67kg (welterweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,John Mugabi,Uganda,Men,63.5 - 67kg (welterweight) men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Jan Franek,Czechoslovakia,Men,67 - 71kg (light-middleweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Detlef Kästner,East Germany,Men,67 - 71kg (light-middleweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Armando Martinez,Cuba,Men,67 - 71kg (light-middleweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Aleksandr Koshkin,Soviet Union,Men,67 - 71kg (light-middleweight) men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Jerzy Rybicki,Poland,Men,71-75kg men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Valentin Silaghi,Romania,Men,71-75kg men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Jose Gomez,Cuba,Men,71-75kg men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Viktor Savchenko,Soviet Union,Men,71-75kg men,Silver,0,1,0
Moscow (1980),1980,Boxing,Boxing,Herbert Bauch,East Germany,Men,75 - 81kg (light-heavyweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Ricardo Rojas,Cuba,Men,75 - 81kg (light-heavyweight) men,Bronze,0,0,1
Moscow (1980),1980,Boxing,Boxing,Slobodan Kacar,Yugoslavia,Men,75 - 81kg (light-heavyweight) men,Gold,1,0,0
Moscow (1980),1980,Boxing,Boxing,Pawel Skrzecz,Poland,Men,75 - 81kg (light-heavyweight) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Eckhard Leue,East Germany,Men,C-1 1000m (canoe single) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Liubomir Liubenov,Bulgaria,Men,C-1 1000m (canoe single) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Sergei Postrekhin,Soviet Union,Men,C-1 1000m (canoe single) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Olaf Heukrodt,East Germany,Men,C-1 500m (canoe single) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Sergei Postrekhin,Soviet Union,Men,C-1 500m (canoe single) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Liubomir Liubenov,Bulgaria,Men,C-1 500m (canoe single) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Yuri Lobanov,Soviet Union,Men,C-2 1000m (canoe double) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Vasili Yurchenko,Soviet Union,Men,C-2 1000m (canoe double) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Ivan Patzaichin,Romania,Men,C-2 1000m (canoe double) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Toma Simionov,Romania,Men,C-2 1000m (canoe double) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Olaf Heukrodt,East Germany,Men,C-2 1000m (canoe double) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Uwe Madeja,East Germany,Men,C-2 1000m (canoe double) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Borislav Ananiev,Bulgaria,Men,C-2 500m (canoe double) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Nikolai Ilkov,Bulgaria,Men,C-2 500m (canoe double) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Laszlo Foltan,Hungary,Men,C-2 500m (canoe double) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Istvan Vaskuti,Hungary,Men,C-2 500m (canoe double) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Petre Capusta,Romania,Men,C-2 500m (canoe double) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Ivan Patzaichin,Romania,Men,C-2 500m (canoe double) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Ion Birladeanu,Romania,Men,K-1 1000m (kayak single) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Rüdiger Helm,East Germany,Men,K-1 1000m (kayak single) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Alain Lebas,France,Men,K-1 1000m (kayak single) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Vasile Diba,Romania,Men,K-1 500m (kayak single) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Vladimir Parfenovich,Soviet Union,Men,K-1 500m (kayak single) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,John Sumegi,Australia,Men,K-1 500m (kayak single) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Antonina Melnikova,Soviet Union,Women,K-1 500m (kayak single) women,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Birgit Fischer,East Germany,Women,K-1 500m (kayak single) women,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Vania Gesheva,Bulgaria,Women,K-1 500m (kayak single) women,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Herminio Menendez rodriguez,Spain,Men,K-2 1000m (kayak double) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Luis Gregorio Ramos misione,Spain,Men,K-2 1000m (kayak double) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Sergei Chukhrai,Soviet Union,Men,K-2 1000m (kayak double) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Vladimir Parfenovich,Soviet Union,Men,K-2 1000m (kayak double) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Istvan Joos,Hungary,Men,K-2 1000m (kayak double) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Istvan Szabo,Hungary,Men,K-2 1000m (kayak double) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Rüdiger Helm,East Germany,Men,K-2 500m (kayak double) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Bernd Olbricht,East Germany,Men,K-2 500m (kayak double) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Sergei Chukhrai,Soviet Union,Men,K-2 500m (kayak double) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Vladimir Parfenovich,Soviet Union,Men,K-2 500m (kayak double) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Guillermo Del riego gordon,Spain,Men,K-2 500m (kayak double) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Herminio Menendez rodriguez,Spain,Men,K-2 500m (kayak double) men,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Eva Rakusz,Hungary,Women,K-2 500m (kayak double) women,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Maria Zakarias,Hungary,Women,K-2 500m (kayak double) women,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Martina Bischof,East Germany,Women,K-2 500m (kayak double) women,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Carsta Genäuss,East Germany,Women,K-2 500m (kayak double) women,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Nina Gopova-trofimova,Soviet Union,Women,K-2 500m (kayak double) women,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Galina Kreft-alekseeva,Soviet Union,Women,K-2 500m (kayak double) women,Silver,0,1,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Borislav Borisov,Bulgaria,Men,K-4 1000m (kayak four) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Lazar Khristov,Bulgaria,Men,K-4 1000m (kayak four) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Ivan Manev,Bulgaria,Men,K-4 1000m (kayak four) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Bojiar Milenkov,Bulgaria,Men,K-4 1000m (kayak four) men,Bronze,0,0,1
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Bernd Duvigneau,East Germany,Men,K-4 1000m (kayak four) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Rüdiger Helm,East Germany,Men,K-4 1000m (kayak four) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Harald Marg,East Germany,Men,K-4 1000m (kayak four) men,Gold,1,0,0
Moscow (1980),1980,Canoe / Kayak,Canoe / Kayak F,Bernd Olbricht,East Germany,Men,K-4 1000m (kayak four) men,Gold,1,0,0
